species_uid,anp_code,anp_name,accepted_name_norm,accepted_scientific_name,taxon_rank,kingdom,phylum,class_name,order_name,family,genus,source_systems,authority_ids,source_record_count,deduped_occurrence_count,source_files,nom059,iucn,cites,priority_species,endemicity,invasive_exotic,quality_flags,taxonomic_resolution_status,traceability_status
SP-000711,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,aaptos aaptos duchassaingi,Aaptos Aaptos duchassaingi,species,Animalia,Porifera,Demospongiae,Hadromerida,Suberitidae,Aaptos,SNIB,SNIB/CONABIO valid taxonomy:aaptos aaptos duchassaingi,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000712,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,aaptos duchassaingi,Aaptos duchassaingi,SPECIES,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Aaptos,GBIF; OBIS,GBIF Backbone:2251121.0; WoRMS/OBIS:170734,2,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000713,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,ablennes ablennes hians,Ablennes Ablennes hians,species,Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Ablennes,SNIB,SNIB/CONABIO valid taxonomy:ablennes ablennes hians,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000714,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,ablennes hians,Ablennes hians,Species,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Ablennes,GBIF; OBIS,GBIF Backbone:2369165.0; WoRMS/OBIS:159246,4,4,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000715,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abra,Abra,,Animalia,Mollusca,Bivalvia,Venerida,Semelidae,Abra,SNIB,SNIB/CONABIO valid taxonomy:abra,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000716,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abra aequalis,Abra aequalis,SPECIES,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,GBIF,GBIF Backbone:5189059.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000717,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abudefduf abudefduf saxatilis,Abudefduf Abudefduf saxatilis,species,Animalia,Chordata,Actinopteri,Blenniiformes,Pomacentridae,Abudefduf,SNIB,SNIB/CONABIO valid taxonomy:abudefduf abudefduf saxatilis,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000718,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abudefduf saxatilis,Abudefduf saxatilis,SPECIES,Animalia,Chordata,,Perciformes,Pomacentridae,Abudefduf,GBIF,GBIF Backbone:2398623.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000719,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abyla abyla trigona,Abyla Abyla trigona,species,Animalia,Cnidaria,Hydrozoa,Calycophorae,Abylidae,Abyla,SNIB,SNIB/CONABIO valid taxonomy:abyla abyla trigona,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000720,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abyla trigona,Abyla trigona,SPECIES,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abyla,GBIF,GBIF Backbone:2264928.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000721,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abylopsis abylopsis eschscholtzi,Abylopsis Abylopsis eschscholtzi,species,Animalia,Cnidaria,Hydrozoa,Calycophorae,Abylidae,Abylopsis,SNIB,SNIB/CONABIO valid taxonomy:abylopsis abylopsis eschscholtzi,14,14,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000722,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abylopsis abylopsis tetragona,Abylopsis Abylopsis tetragona,species,Animalia,Cnidaria,Hydrozoa,Calycophorae,Abylidae,Abylopsis,SNIB,SNIB/CONABIO valid taxonomy:abylopsis abylopsis tetragona,7,7,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000723,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abylopsis eschscholtzii,Abylopsis eschscholtzii,SPECIES,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,GBIF,GBIF Backbone:8202890.0,11,11,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000724,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,abylopsis tetragona,Abylopsis tetragona,SPECIES,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,GBIF,GBIF Backbone:2264942.0,7,7,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000725,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthemblemaria,Acanthemblemaria,Genus,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria,OBIS,WoRMS/OBIS:254882,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000726,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthemblemaria aspera,Acanthemblemaria aspera,Species,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria,OBIS,WoRMS/OBIS:279443,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000727,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthilia acanthilia intermedia,Acanthilia Acanthilia intermedia,species,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Acanthilia,SNIB,SNIB/CONABIO valid taxonomy:acanthilia acanthilia intermedia,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000728,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthilia intermedia,Acanthilia intermedia,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Acanthilia,GBIF,GBIF Backbone:2221818.0,3,3,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000729,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochiasma,Acanthochiasma,Genus,Chromista,No Asignado,Acantharia,Arthracanthida,Acanthochiasmidae,Acanthochiasma,OBIS; SNIB,WoRMS/OBIS:368427; SNIB/CONABIO valid taxonomy:acanthochiasma,6,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000730,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochiasma krohn 1861,"Acanthochiasma Krohn, 1861",GENUS,Protozoa,,Acantharia,Arthracanthida,Acanthochiasmidae,Acanthochiasma,GBIF,GBIF Backbone:8149514.0,3,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000731,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona,Acanthochitona,Genus,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,OBIS,WoRMS/OBIS:137613,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000732,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona acanthochitona andersoni,Acanthochitona Acanthochitona andersoni,species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,SNIB,SNIB/CONABIO valid taxonomy:acanthochitona acanthochitona andersoni,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000733,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona acanthochitona hemphilli,Acanthochitona Acanthochitona hemphilli,species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,SNIB,SNIB/CONABIO valid taxonomy:acanthochitona acanthochitona hemphilli,10,8,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000734,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona acanthochitona pygmaea,Acanthochitona Acanthochitona pygmaea,species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,SNIB,SNIB/CONABIO valid taxonomy:acanthochitona acanthochitona pygmaea,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000735,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona acanthochitona zebra,Acanthochitona Acanthochitona zebra,species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,SNIB,SNIB/CONABIO valid taxonomy:acanthochitona acanthochitona zebra,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000736,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona hemphilli,Acanthochitona hemphilli,SPECIES,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,GBIF; OBIS,GBIF Backbone:2305918.0; WoRMS/OBIS:386489,29,17,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000737,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona pygmaea,Acanthochitona pygmaea,SPECIES,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,GBIF; OBIS,GBIF Backbone:2305917.0; WoRMS/OBIS:386508,3,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000738,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthochitona roseojugum,Acanthochitona roseojugum,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,OBIS,WoRMS/OBIS:386512,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000739,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthocybium acanthocybium solandri,Acanthocybium Acanthocybium solandri,species,Animalia,Chordata,Actinopteri,Scombriformes,Scombridae,Acanthocybium,SNIB,SNIB/CONABIO valid taxonomy:acanthocybium acanthocybium solandri,6,6,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000740,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthocybium solandri,Acanthocybium solandri,Species,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Acanthocybium,GBIF; OBIS,GBIF Backbone:2374069.0; WoRMS/OBIS:127014,10,8,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000741,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthoecida,Acanthoecida,Order,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,,,OBIS,WoRMS/OBIS:580117,23,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000742,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthoecida acanthoecida acanthoecida,Acanthoecida Acanthoecida acanthoecida,,,,,,Acanthoecidae,Acanthoecida,SNIB,SNIB/CONABIO valid taxonomy:acanthoecida acanthoecida acanthoecida,23,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000743,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthoecidae,Acanthoecidae,FAMILY,Protozoa,Choanozoa,Choanoflagellatea,Choanoflagellida,Acanthoecidae,,GBIF,GBIF Backbone:3236036.0,23,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000744,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthogorgia schrammi,Acanthogorgia schrammi,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Acanthogorgia,OBIS,WoRMS/OBIS:177733,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000745,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthophora,Acanthophora,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,SNIB,SNIB/CONABIO valid taxonomy:acanthophora,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000746,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthophora acanthophora spicifera,Acanthophora Acanthophora spicifera,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,SNIB,SNIB/CONABIO valid taxonomy:acanthophora acanthophora spicifera,3,3,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,Criptogénica-Invasora,,source_authority_resolved,source_traceable
SP-000747,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthophora spicifera,Acanthophora spicifera,SPECIES,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,GBIF; OBIS,GBIF Backbone:5277297.0; WoRMS/OBIS:211768,4,3,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000748,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthoplegma,Acanthoplegma,GENUS,Chromista,Radiozoa,Acantharia,Holacanthida,Acanthoplegmidae,Acanthoplegma,GBIF; OBIS; SNIB,GBIF Backbone:7405296.0; WoRMS/OBIS:368432; SNIB/CONABIO valid taxonomy:acanthoplegma,9,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000749,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthopleura acanthopleura granulata,Acanthopleura Acanthopleura granulata,species,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,SNIB,SNIB/CONABIO valid taxonomy:acanthopleura acanthopleura granulata,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000750,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthopleura granulata,Acanthopleura granulata,SPECIES,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,GBIF; OBIS,GBIF Backbone:5193733.0; WoRMS/OBIS:386270,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,native,,source_authority_resolved,source_traceable
SP-000751,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthostracion acanthostracion quadricornis,Acanthostracion Acanthostracion quadricornis,species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Acanthostracion,SNIB,SNIB/CONABIO valid taxonomy:acanthostracion acanthostracion quadricornis,7,7,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000752,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acanthostracion quadricornis,Acanthostracion quadricornis,Species,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,GBIF; OBIS,GBIF Backbone:2408197.0; WoRMS/OBIS:158920,16,15,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000753,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acar,Acar,Genus,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Acar,OBIS; SNIB,WoRMS/OBIS:206083; SNIB/CONABIO valid taxonomy:acar,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000754,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acar gray 1857,"Acar Gray, 1857",GENUS,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Acar,GBIF,GBIF Backbone:2286206.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000755,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acartia,Acartia,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,OBIS,WoRMS/OBIS:104108,5,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000756,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acartia acartia danae,Acartia (Acartia) danae,Species,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,OBIS,WoRMS/OBIS:346026,5,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000757,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acetabularia acetabularia crenulata,Acetabularia Acetabularia crenulata,species,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Polyphysaceae,Acetabularia,SNIB,SNIB/CONABIO valid taxonomy:acetabularia acetabularia crenulata,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000758,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acetabularia crenulata,Acetabularia crenulata,SPECIES,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Polyphysaceae,Acetabularia,GBIF,GBIF Backbone:5273021.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000759,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous achelous ordwayi,Achelous Achelous ordwayi,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,SNIB,SNIB/CONABIO valid taxonomy:achelous achelous ordwayi,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000760,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous achelous sebae,Achelous Achelous sebae,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,SNIB,SNIB/CONABIO valid taxonomy:achelous achelous sebae,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000761,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous achelous spinicarpus,Achelous Achelous spinicarpus,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,SNIB,SNIB/CONABIO valid taxonomy:achelous achelous spinicarpus,12,12,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000762,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous achelous spinimanus,Achelous Achelous spinimanus,species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,SNIB,SNIB/CONABIO valid taxonomy:achelous achelous spinimanus,4,4,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000763,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous depressifrons,Achelous depressifrons,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,OBIS,WoRMS/OBIS:557881,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000764,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous ordwayi,Achelous ordwayi,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,GBIF,GBIF Backbone:5863627.0,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000765,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous sebae,Achelous sebae,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,GBIF; OBIS,GBIF Backbone:5974583.0; WoRMS/OBIS:557888,6,4,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000766,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous spinicarpus,Achelous spinicarpus,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,GBIF; OBIS,GBIF Backbone:5974595.0; WoRMS/OBIS:557889,25,19,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000767,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,achelous spinimanus,Achelous spinimanus,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Achelous,GBIF; OBIS,GBIF Backbone:5863626.0; WoRMS/OBIS:456069,6,6,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000768,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acmaea,Acmaea,Genus,Animalia,Mollusca,Gastropoda,Patellida,Acmaeidae,Acmaea,OBIS; SNIB,WoRMS/OBIS:137616; SNIB/CONABIO valid taxonomy:acmaea,5,5,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000769,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acmaea eschscholtz 1833,"Acmaea Eschscholtz, 1833",GENUS,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,GBIF,GBIF Backbone:2297837.0,5,5,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,native,,source_authority_resolved,source_traceable
SP-000770,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acorylus acorylus gouldii,Acorylus Acorylus gouldii,species,Animalia,Mollusca,Bivalvia,Venerida,Tellinidae,Acorylus,SNIB,SNIB/CONABIO valid taxonomy:acorylus acorylus gouldii,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000771,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acorylus gouldii,Acorylus gouldii,SPECIES,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Acorylus,GBIF; OBIS,GBIF Backbone:4949788.0; WoRMS/OBIS:420854,3,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000772,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acrocalanus,Acrocalanus,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,OBIS; SNIB,WoRMS/OBIS:104192; SNIB/CONABIO valid taxonomy:acrocalanus,2,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx; Insumos/PN Arrecifes del GMS/ArrecifesGMS_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000773,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acrocalanus giesbrecht 1888,"Acrocalanus Giesbrecht, 1888",GENUS,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,GBIF,GBIF Backbone:2114248.0,1,1,Insumos/PN Arrecifes del GMS/ArrecifesGMS_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000774,PNAGMS,Parque Nacional Arrecifes del Golfo de México-Sur,acrocalanus gracilis,Acrocalanus gracilis,Species,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,OBIS,WoRMS/OBIS:220838,10,2,Insumos/PN Arrecifes del GMS/ArrecifesGMS_OBIS.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
