species_uid,anp_code,anp_name,accepted_name_norm,accepted_scientific_name,taxon_rank,kingdom,phylum,class_name,order_name,family,genus,source_systems,authority_ids,source_record_count,deduped_occurrence_count,source_files,nom059,iucn,cites,priority_species,endemicity,invasive_exotic,quality_flags,taxonomic_resolution_status,traceability_status
SP-006487,RBBK,Reserva de la Biosfera Balam Kú,abaeis abaeis boisduvaliana,Abaeis Abaeis boisduvaliana,,,,,,Pieridae,Abaeis,SNIB,SNIB/CONABIO valid taxonomy:abaeis abaeis boisduvaliana,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006488,RBBK,Reserva de la Biosfera Balam Kú,abaeis abaeis nicippe,Abaeis Abaeis nicippe,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Abaeis,SNIB,SNIB/CONABIO valid taxonomy:abaeis abaeis nicippe,8,2,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006489,RBBK,Reserva de la Biosfera Balam Kú,abaeis boisduvaliana,Abaeis boisduvaliana,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Abaeis,GBIF,GBIF Backbone:12236627.0,1,1,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006490,RBBK,Reserva de la Biosfera Balam Kú,abaeis nicippe,Abaeis nicippe,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Abaeis,GBIF,GBIF Backbone:1920621.0,10,4,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006491,RBBK,Reserva de la Biosfera Balam Kú,abracris,Abracris,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,Naturalista,Naturalista/iNaturalist taxonomy:119628.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006492,RBBK,Reserva de la Biosfera Balam Kú,abundisporus,Abundisporus,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Naturalista,Naturalista/iNaturalist taxonomy:895524.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006493,RBBK,Reserva de la Biosfera Balam Kú,abutilon abutilon permolle,Abutilon Abutilon permolle,species,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,SNIB,SNIB/CONABIO valid taxonomy:abutilon abutilon permolle,3,3,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006494,RBBK,Reserva de la Biosfera Balam Kú,abutilon permolle,Abutilon permolle,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,GBIF,GBIF Backbone:3152600.0,5,3,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006495,RBBK,Reserva de la Biosfera Balam Kú,abutilon viscosum,Abutilon viscosum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,GBIF,GBIF Backbone:7744393.0,6,4,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006496,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia centralis,Acacia Acacia centralis,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia centralis,6,6,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Mariosousa centralis (ver relaciones de sinonimia).),,,,,,source_authority_resolved,source_traceable
SP-006497,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia cochliacantha,Acacia Acacia cochliacantha,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia cochliacantha,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006498,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia collinsii,Acacia Acacia collinsii,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia collinsii,64,20,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Vachellia collinsii (ver relaciones de sinonimia).),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006499,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia dolichostachya,Acacia Acacia dolichostachya,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia dolichostachya,22,19,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Mariosousa dolichostachya (ver relaciones de sinonimia).),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006500,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia gaumeri,Acacia Acacia gaumeri,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia gaumeri,121,59,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Senegalia gaumeri (ver relaciones de sinonimia).),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006501,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia globulifera,Acacia Acacia globulifera,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia globulifera,5,5,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Vachellia globulifera (ver relaciones de sinonimia).),,,,,,source_authority_resolved,source_traceable
SP-006502,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia glomerosa,Acacia Acacia glomerosa,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia glomerosa,9,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006503,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia macracantha,Acacia Acacia macracantha,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia macracantha,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Vachellia macracantha (ver relaciones de sinonimia).),,,,,,source_authority_resolved,source_traceable
SP-006504,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia pennatula,Acacia Acacia pennatula,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia pennatula,5,3,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Vachellia pennatula (ver relaciones de sinonimia).),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006505,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia riparia,Acacia Acacia riparia,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia riparia,29,19,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006506,RBBK,Reserva de la Biosfera Balam Kú,acacia acacia usumacintensis,Acacia Acacia usumacintensis,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia usumacintensis,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006507,RBBK,Reserva de la Biosfera Balam Kú,acaciella acaciella angustissima,Acaciella Acaciella angustissima,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acaciella,SNIB,SNIB/CONABIO valid taxonomy:acaciella acaciella angustissima,2,2,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-006508,RBBK,Reserva de la Biosfera Balam Kú,acaciella angustissima,Acaciella angustissima,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acaciella,GBIF,GBIF Backbone:2981071.0,2,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006509,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha alopecuroidea,Acalypha Acalypha alopecuroidea,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha alopecuroidea,10,9,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006510,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha gaumeri,Acalypha Acalypha gaumeri,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha gaumeri,17,16,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,Endémica,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006511,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha leptopoda,Acalypha Acalypha leptopoda,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha leptopoda,21,18,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006512,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha seleriana,Acalypha Acalypha seleriana,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha seleriana,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,Endémica,,,source_authority_resolved,source_traceable
SP-006513,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha setosa,Acalypha Acalypha setosa,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha setosa,3,3,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006514,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha vallartae,Acalypha Acalypha vallartae,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha vallartae,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,Endémica,,,source_authority_resolved,source_traceable
SP-006515,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha villosa,Acalypha Acalypha villosa,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha villosa,15,15,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006516,RBBK,Reserva de la Biosfera Balam Kú,acalypha acalypha wilkesiana,Acalypha Acalypha wilkesiana,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,SNIB,SNIB/CONABIO valid taxonomy:acalypha acalypha wilkesiana,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,Exótica,,source_authority_resolved,source_traceable
SP-006517,RBBK,Reserva de la Biosfera Balam Kú,acalypha alopecuroidea,Acalypha alopecuroidea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:6374020.0,10,6,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006518,RBBK,Reserva de la Biosfera Balam Kú,acalypha alopecuroides,Acalypha alopecuroides,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3056763.0,2,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006519,RBBK,Reserva de la Biosfera Balam Kú,acalypha gaumeri,Acalypha gaumeri,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3056577.0,23,17,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006520,RBBK,Reserva de la Biosfera Balam Kú,acalypha leptopoda,Acalypha leptopoda,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3056654.0,25,17,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006521,RBBK,Reserva de la Biosfera Balam Kú,acalypha setosa,Acalypha setosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3055977.0,5,3,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006522,RBBK,Reserva de la Biosfera Balam Kú,acalypha vallartae,Acalypha vallartae,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3056503.0,1,1,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006523,RBBK,Reserva de la Biosfera Balam Kú,acalypha villosa,Acalypha villosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,GBIF,GBIF Backbone:3056634.0,16,15,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006524,RBBK,Reserva de la Biosfera Balam Kú,acanthagrion acanthagrion quadratum,Acanthagrion Acanthagrion quadratum,species,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Acanthagrion,SNIB,SNIB/CONABIO valid taxonomy:acanthagrion acanthagrion quadratum,15,2,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006525,RBBK,Reserva de la Biosfera Balam Kú,acanthagrion quadratum,Acanthagrion quadratum,SPECIES,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Acanthagrion,GBIF,GBIF Backbone:1422474.0,15,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006526,RBBK,Reserva de la Biosfera Balam Kú,acanthocephala,Acanthocephala,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,,Naturalista,Naturalista/iNaturalist taxonomy:61446.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006527,RBBK,Reserva de la Biosfera Balam Kú,acanthocephala acanthocephala alata,Acanthocephala Acanthocephala alata,species,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala,SNIB,SNIB/CONABIO valid taxonomy:acanthocephala acanthocephala alata,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006528,RBBK,Reserva de la Biosfera Balam Kú,acanthocephala alata,Acanthocephala alata,species,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,,Naturalista,Naturalista/iNaturalist taxonomy:516258.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006529,RBBK,Reserva de la Biosfera Balam Kú,acanthocereus acanthocereus tetragonus,Acanthocereus Acanthocereus tetragonus,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Acanthocereus,SNIB,SNIB/CONABIO valid taxonomy:acanthocereus acanthocereus tetragonus,2,2,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),"Apéndice II (Publicado en CITES 2022 como Acanthocereus baxaniensis, Acanthocereus horridus, Acanthocereus occidentalis, Acanthocereus subinermis y Acanthocereus tetragonus (ver relaciones de sinonimia). Todos en apénidice II.)",,,,,source_authority_resolved,source_traceable
SP-006530,RBBK,Reserva de la Biosfera Balam Kú,acanthocereus tetragonus,Acanthocereus tetragonus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Acanthocereus,GBIF,GBIF Backbone:3084455.0,3,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006531,RBBK,Reserva de la Biosfera Balam Kú,acanthoctenus,Acanthoctenus,,Animalia,Arthropoda,Arachnida,Araneae,Ctenidae,,Naturalista,Naturalista/iNaturalist taxonomy:142641.0,4,4,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006532,RBBK,Reserva de la Biosfera Balam Kú,acanthocyclops acanthocyclops rebecae,Acanthocyclops Acanthocyclops rebecae,species,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,Acanthocyclops,SNIB,SNIB/CONABIO valid taxonomy:acanthocyclops acanthocyclops rebecae,3,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,Endémica,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006533,RBBK,Reserva de la Biosfera Balam Kú,acanthoscelides acanthoscelides campeche,Acanthoscelides Acanthoscelides campeche,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acanthoscelides,SNIB,SNIB/CONABIO valid taxonomy:acanthoscelides acanthoscelides campeche,8,5,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006534,RBBK,Reserva de la Biosfera Balam Kú,acanthoscelides schilsky 1905,"Acanthoscelides Schilsky, 1905",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acanthoscelides,GBIF,GBIF Backbone:1047479,8,5,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006535,RBBK,Reserva de la Biosfera Balam Kú,acariformes,Acariformes,,Animalia,Arthropoda,Arachnida,,,,Naturalista,Naturalista/iNaturalist taxonomy:129763.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006536,RBBK,Reserva de la Biosfera Balam Kú,accipiter accipiter bicolor bicolor,Accipiter Accipiter bicolor bicolor,,,,,,Accipitridae,Accipiter,SNIB,SNIB/CONABIO valid taxonomy:accipiter accipiter bicolor bicolor,2,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006537,RBBK,Reserva de la Biosfera Balam Kú,accipiter accipiter striatus,Accipiter Accipiter striatus,species,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,SNIB,SNIB/CONABIO valid taxonomy:accipiter accipiter striatus,3,3,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,Sujeta a protección especial (Pr),Preocupación menor (LC),Apéndice II,,,,,source_authority_resolved,source_traceable
SP-006538,RBBK,Reserva de la Biosfera Balam Kú,accipiter accipiter striatus velox subespecie,Accipiter Accipiter striatus velox subespecie,species,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,SNIB,SNIB/CONABIO valid taxonomy:accipiter accipiter striatus velox subespecie,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,Sujeta a protección especial (Pr),Preocupación menor (LC),Apéndice II,,,,,source_authority_resolved,source_traceable
SP-006539,RBBK,Reserva de la Biosfera Balam Kú,accipiter striatus,Accipiter striatus,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,GBIF; Naturalista,GBIF Backbone:9740253.0; Naturalista/iNaturalist taxonomy:5097.0,9,5,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx; Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006540,RBBK,Reserva de la Biosfera Balam Kú,aceratophallus,Aceratophallus,,Animalia,Arthropoda,Diplopoda,Polydesmida,Rhachodesmidae,,Naturalista,Naturalista/iNaturalist taxonomy:252391.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006541,RBBK,Reserva de la Biosfera Balam Kú,aceratophallus maya,Aceratophallus maya,species,Animalia,Arthropoda,Diplopoda,Polydesmida,Rhachodesmidae,,Naturalista,Naturalista/iNaturalist taxonomy:307050.0,2,2,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006542,RBBK,Reserva de la Biosfera Balam Kú,acestrorhamphinae,Acestrorhamphinae,,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,,Naturalista,Naturalista/iNaturalist taxonomy:1579582.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-006543,RBBK,Reserva de la Biosfera Balam Kú,achalarus achalarus albociliatus albociliatus subespecie,Achalarus Achalarus albociliatus albociliatus subespecie,species,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achalarus,SNIB,SNIB/CONABIO valid taxonomy:achalarus achalarus albociliatus albociliatus subespecie,8,4,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006544,RBBK,Reserva de la Biosfera Balam Kú,achalarus albociliatus,Achalarus albociliatus,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achalarus,GBIF,GBIF Backbone:1950335.0,8,4,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006545,RBBK,Reserva de la Biosfera Balam Kú,achalarus jalapus,Achalarus jalapus,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achalarus,GBIF,GBIF Backbone:7991077.0,4,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006546,RBBK,Reserva de la Biosfera Balam Kú,acharia,Acharia,,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Acharia,Naturalista; SNIB,Naturalista/iNaturalist taxonomy:181039.0; SNIB/CONABIO valid taxonomy:acharia,5,2,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx; Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006547,RBBK,Reserva de la Biosfera Balam Kú,acharia hubner 1819,"Acharia Hübner, 1819",GENUS,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Acharia,GBIF,GBIF Backbone:1752234,8,1,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006548,RBBK,Reserva de la Biosfera Balam Kú,acharia pauper,Acharia pauper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,,Naturalista,Naturalista/iNaturalist taxonomy:181040.0,1,1,Insumos/RB Balam Kú/BalamKu_Naturalista.xlsx,,,,,,,coordinate_uncertainty_gt_10km,source_authority_resolved,source_traceable
SP-006549,RBBK,Reserva de la Biosfera Balam Kú,achatocarpus achatocarpus nigricans,Achatocarpus Achatocarpus nigricans,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Achatocarpus,SNIB,SNIB/CONABIO valid taxonomy:achatocarpus achatocarpus nigricans,8,6,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006550,RBBK,Reserva de la Biosfera Balam Kú,achatocarpus nigricans,Achatocarpus nigricans,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Achatocarpus,GBIF,GBIF Backbone:3752400.0,6,3,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006551,RBBK,Reserva de la Biosfera Balam Kú,achillea achillea millefolium,Achillea Achillea millefolium,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,SNIB,SNIB/CONABIO valid taxonomy:achillea achillea millefolium,1,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-006552,RBBK,Reserva de la Biosfera Balam Kú,achlyodes achlyodes busirus heros subespecie,Achlyodes Achlyodes busirus heros subespecie,species,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achlyodes,SNIB,SNIB/CONABIO valid taxonomy:achlyodes achlyodes busirus heros subespecie,2,1,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006553,RBBK,Reserva de la Biosfera Balam Kú,achlyodes busirus,Achlyodes busirus,SUBSPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achlyodes,GBIF,GBIF Backbone:1945462.0,4,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-006554,RBBK,Reserva de la Biosfera Balam Kú,achyranthes achyranthes aspera,Achyranthes Achyranthes aspera,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,SNIB,SNIB/CONABIO valid taxonomy:achyranthes achyranthes aspera,2,2,Insumos/RB Balam Kú/BalamKu_SNIB.xlsx,,,,,,Exótica,,source_authority_resolved,source_traceable
SP-006555,RBBK,Reserva de la Biosfera Balam Kú,achyranthes aspera,Achyranthes aspera,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,GBIF,GBIF Backbone:3085168.0,2,2,Insumos/RB Balam Kú/BalamKu_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
